sentence,aspect_terms,at_polarity
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.","['Appleworks', 'browser']","['negative', 'negative']"
In short I would never buy a Compaq again.,[],[]
"I love the 15"" MacBook Pro.",[],[]
breaks easily.,[],[]
The paint wears off easily due to the keyboard being farther back than usual.,"['paint', 'keyboard']","['negative', 'negative']"
"That's right, no power, absolutely NOTHING.",[],[]
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,['service department'],['neutral']
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,"['warrenty', 'warrentys']","['positive', 'negative']"
But I was wrong.,[],[]
NO good.,[],[]
I always use a backup hard disk to store important files at all times.,['hard disk'],['neutral']
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!","['CD drive', 'running']","['negative', 'negative']"
I bought this laptop Was the worst Laptop I've ever bought.,[],[]
But the screen size is not that bad for email and web browsing.,"['screen size', 'web browsing']","['positive', 'neutral']"
Once I removed all the software the laptop loads in 15-20 seconds.,"['software', 'loads']","['negative', 'neutral']"
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,"['trackpad', 'external mouse', 'trackpad']","['negative', 'neutral', 'negative']"
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,['games'],['negative']
"Obviously one of the most important features of any computer is the ""human interface.","['features', 'human interface']","['neutral', 'neutral']"
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).","['inbuilt applications', 'Software']","['negative', 'negative']"
The body is a bit cheaply made so it will be interesting to see how long it holds up.,['body'],['negative']
The i5 blows my desktop out of the water when it comes to rendering videos.,['i5'],['negative']
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.","['antivirus software', 'firewall']","['neutral', 'neutral']"
For the use it was purchased for it is a good Laptop.,[],[]
"Am very glad I bought it, great netbook, low price.",['price'],['positive']
"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",[],[]
Worth the investment and truly a fine piece of equipment.,[],[]
The Apple team also assists you very nicely when choosing which computer is right for you :),['Apple team'],['positive']
Summary: Dont buy HP.,[],[]
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","['Vista', 'Vista', 'operating system', 'Vista']","['negative', 'negative', 'neutral', 'negative']"
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,"['video chat', 'quality']","['negative', 'conflict']"
You'll need to upgrade and pay a little more for them.,[],[]
it is hard to fix and makes it a hassle to own one.,[],[]
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,['mouse'],['positive']
"Macs are designed for the ""frontal lobe challenged"" people out there.",[],[]
"Fan vents to the side, so no cooling pad needed, great feature!","['Fan', 'cooling pad', 'feature']","['positive', 'neutral', 'positive']"
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",['software'],['positive']
Wasted me at least 8 hours of installation time.,['installation time'],['negative']
"It has far exceeded my expectations for power, storage, and abilitiy.","['power', 'storage', 'abilitiy']","['positive', 'positive', 'positive']"
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.","['spotlight search', 'feature']","['positive', 'positive']"
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,"['wireless system', 'Windows 7']","['negative', 'neutral']"
I am enjoying it and the quality it provides is great!,['quality'],['positive']
It is the worst laptop ever,[],[]
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","['battery life', 'speed']","['positive', 'positive']"
"I'm not going to lie, I've never really liked the Acer brand in general.",[],[]
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","['OS', 'OS']","['positive', 'positive']"
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","['iTunes', 'program']","['positive', 'positive']"
"-I give up on my data, I just want a computer reasonably fast...",[],[]
Would buy 100 more of these if I could.,[],[]
"while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell brand to others.",[],[]
it was shooting sparks!,[],[]
Great product.,[],[]
Mac is not made for gaming.,['gaming'],['negative']
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",['battery'],['negative']
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.","['Apple support', 'techs']","['positive', 'positive']"
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,['adding the bluetooth'],['negative']
By this time I was regretting ever SEEING this machine on the shelf!,[],[]
"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",[],[]
I need graphic power to run my Adobe Creative apps efficiently.,"['graphic power', 'Adobe Creative apps']","['neutral', 'neutral']"
the programs are esay to use and are quick to process this computer works like a charm.,"['programs', 'use']","['positive', 'positive']"
The materials that came with the computer did not include the right # anywhere.,['materials'],['negative']
